selling_price,km_driven,engine,max_power,seats,mileage,name_le,car_age,fuel_CNG,fuel_Diesel,fuel_LPG,fuel_Petrol,seller_Dealer,seller_Individual,seller_Trustmark Dealer,trans_Automatic,trans_Manual,owner_0,owner_1,owner_2,owner_3,owner_4+
600000,0.056371714395010715,-0.41136019652343986,-0.06971696401889393,-0.4272230979590431,0.5231146752794564,1265,0.44908703909308845,0,1,0,0,0,1,0,0,1,0,1,0,0,0
500000,-0.7204226615668884,-0.5097115403068402,-0.21076086298146837,-0.4272230979590431,0.22178216324450395,1846,-1.0398656215408537,0,0,0,1,0,1,0,0,1,0,1,0,0,0
575000,-0.51047823563124,-0.5137258808694279,-0.23082923337494113,-0.4272230979590431,0.4980036326098766,1116,-0.5435480679962064,0,0,0,1,0,1,0,0,1,0,1,0,0,0
275000,-0.8673837597218422,-1.3186011636682755,-1.2427273461725703,-0.4272230979590431,1.3266680407059965,1080,-0.79170684476853,0,0,0,1,0,1,0,0,1,0,1,0,0,0
300000,0.014382829207881035,-0.41136019652343986,-0.4936966202190179,1.6804800449023651,-0.30554973281666353,80,0.20092826232076474,0,1,0,0,0,1,0,0,1,0,1,0,0,0
220000,1.064104958886123,-0.7867010391253962,-0.6859007310297407,-0.4272230979590431,-0.12977243412960798,1397,1.1935633694100596,0,0,0,1,0,1,0,0,1,0,1,0,0,0
254999,-0.9303670875025368,-1.3186011636682755,-1.613002912587345,2.734331616333069,-0.6571043301907745,1234,-1.0398656215408537,0,0,0,1,0,1,0,0,1,0,1,0,0,0
670000,0.014382829207881035,-0.41136019652343986,-0.07819655714289633,-0.4272230979590431,1.2262238700276793,1366,-0.79170684476853,0,1,0,0,0,1,0,0,1,0,1,0,0,0
70000,-0.4055060226634158,-0.41136019652343986,-0.26192107482961674,-0.4272230979590431,-0.02932826345128992,174,2.6825160300440016,0,0,0,1,0,1,0,0,1,0,0,1,0,0
150000,-0.7204226615668884,-1.3186011636682755,-1.5903906642566719,-0.4272230979590431,-1.3602135249389975,1230,0.44908703909308845,0,0,0,1,0,1,0,0,1,0,0,1,0,0
730000,-1.4050934234282249,-0.5137258808694279,-0.2667261775998849,-0.4272230979590431,-0.20510556213834544,716,-1.0398656215408537,0,0,0,1,0,1,0,0,1,0,1,0,0,0
650000,-1.1151181823259073,-0.41136019652343986,-0.07819655714289633,-0.4272230979590431,1.2262238700276793,1365,-0.79170684476853,0,1,0,0,0,1,0,0,1,0,1,0,0,0
330000,-1.2452837264060095,-1.3186011636682755,-1.4405845190659614,-1.4810746693897472,3.5213731700272346,1077,-1.2880243983131774,1,0,0,0,0,1,0,0,1,0,0,1,0,0
366000,-1.1403115134381852,-0.9131527668469109,-0.6830741999884067,-0.4272230979590431,1.138335220684151,1100,-1.2880243983131774,0,0,0,1,0,1,0,0,1,0,1,0,0,0
1149000,-1.3502559393738336,0.27709920996036236,0.848905624414708,-0.4272230979590431,-0.606882244851616,671,-1.2880243983131774,0,0,0,1,0,1,0,0,1,0,1,0,0,0
150000,-0.5734615634119344,-0.5117187105881341,-0.6859007310297407,-0.4272230979590431,0.3046486040541155,130,-0.5435480679962064,0,0,0,1,0,1,0,0,1,0,1,0,0,0
425000,-0.19556159672776738,1.4573153353611663,1.321784267629913,1.6804800449023651,-1.3777912548077031,1791,0.6972458158654121,0,1,0,0,0,1,0,0,1,0,0,1,0,0
150000,0.1403494847692701,-1.3186011636682755,-1.5338600434299887,-1.4810746693897472,-0.8328816288778301,1067,0.44908703909308845,0,0,0,1,0,1,0,0,1,0,1,0,0,0
2100000,-1.3502559393738336,-0.1704997627681738,1.9645374264293012,-0.4272230979590431,-0.8579926715474098,794,-1.2880243983131774,0,0,0,1,0,1,0,1,0,0,1,0,0,0
925000,-0.8484887613876338,0.08842520351873726,0.7358443827613416,-0.4272230979590431,-0.4059939034949807,412,-1.0398656215408537,0,0,0,1,1,0,0,0,1,0,1,0,0,0
425000,0.3565922434829879,0.08842520351873726,0.707579072348,-0.4272230979590431,-0.6571043301907745,392,0.20092826232076474,0,0,0,1,1,0,0,0,1,0,1,0,0,0
675000,-0.966057639911597,-0.5137258808694279,-0.2296986209584073,-0.4272230979590431,-0.2302166048079252,1313,-1.0398656215408537,0,0,0,1,1,0,0,1,0,0,1,0,0,0
819999,-0.770809323791444,-0.41136019652343986,-0.07819655714289633,-0.4272230979590431,1.2262238700276793,1367,-1.0398656215408537,0,1,0,0,1,0,0,0,1,0,1,0,0,0
390000,-1.23898539362794,-0.9131527668469109,-0.6844874655090737,-0.4272230979590431,1.138335220684151,1097,-1.0398656215408537,0,0,0,1,1,0,0,0,1,0,1,0,0,0
1500000,0.16134392736283493,3.069073071240155,2.1830282759244315,1.6804800449023651,-1.7243236436478984,1919,-0.04723051445155895,0,1,0,0,1,0,0,0,1,0,1,0,0,0
700000,0.6232216644212614,2.0895739739687396,0.24685451261053204,1.6804800449023651,-1.6138350559017494,1933,0.20092826232076474,0,1,0,0,1,0,0,0,1,0,1,0,0,0
1450000,-0.8715826482405552,1.3850572052345864,0.8319464381667032,-0.4272230979590431,-1.1593251835823624,1438,-0.04723051445155895,0,1,0,0,1,0,0,1,0,0,0,1,0,0
425000,-0.40970491118212876,0.09043237380003115,0.20813103734425392,-0.4272230979590431,1.3266680407059965,334,-0.29538929122388263,0,1,0,0,1,0,0,0,1,0,1,0,0,0
1090000,1.714932679286633,2.0554520791867437,2.382581367442623,1.6804800449023651,-1.4857687382868945,1477,0.20092826232076474,0,1,0,0,1,0,0,0,1,0,1,0,0,0
600000,-0.30683214247366103,0.09043237380003115,0.20728307803185364,-0.4272230979590431,1.6531115954105287,396,-0.29538929122388263,0,1,0,0,1,0,0,0,1,0,1,0,0,0
850000,-0.11158382635350801,0.018174243673451315,0.33871677145389223,-0.4272230979590431,0.30967081258803125,1172,-1.0398656215408537,0,0,0,1,1,0,0,0,1,0,1,0,0,0
525000,-0.13257826894707284,0.09043237380003115,0.20728307803185364,-0.4272230979590431,1.979555150115061,451,-0.29538929122388263,0,1,0,0,1,0,0,0,1,0,1,0,0,0
1650000,1.2257621668565724,2.6134454173864436,2.2678242071644563,1.6804800449023651,-2.0231450514158933,1972,-0.5435480679962064,0,1,0,0,1,0,0,1,0,0,0,1,0,0
950000,0.6232216644212614,2.0895739739687396,0.26381369885853684,1.6804800449023651,-1.6138350559017494,1932,-0.5435480679962064,0,1,0,0,1,0,0,0,1,0,1,0,0,0
1750000,-0.7435165484198097,1.0338024060081568,2.3478150356342136,-0.4272230979590431,-0.43612715469847624,14,0.20092826232076474,0,1,0,0,1,0,0,1,0,0,0,1,0,0
1590000,-0.9303670875025368,0.6925834581881963,1.321784267629913,-0.4272230979590431,-1.2899026054641753,1875,-1.0398656215408537,0,0,0,1,1,0,0,1,0,0,1,0,0,0
1689999,-0.4055060226634158,1.0338024060081568,2.726852848277124,-0.4272230979590431,-0.2226832920070511,12,0.20092826232076474,0,1,0,0,1,0,0,1,0,0,1,0,0,0
1425000,-0.21655603932133222,1.3850572052345864,2.225426241544444,-0.4272230979590431,-1.1492807665145308,1463,0.20092826232076474,0,1,0,0,1,0,0,1,0,0,1,0,0,0
265000,1.064104958886123,-0.41136019652343986,-0.06971696401889393,-0.4272230979590431,0.42769271313505497,1747,0.6972458158654121,0,1,0,0,0,1,0,0,1,0,1,0,0,0
190000,0.8541605329504747,-0.5137258808694279,-0.3495435371109755,-0.4272230979590431,0.23684878884625124,704,0.6972458158654121,0,0,0,1,0,1,0,0,1,0,0,0,1,0
425000,-0.19556159672776738,-0.11429899489194503,-0.07084757643542738,-0.4272230979590431,0.4653592771394237,761,0.20092826232076474,0,1,0,0,0,1,0,0,1,0,1,0,0,0
630000,1.6309549089123738,-0.41136019652343986,-0.48804355813634953,-0.4272230979590431,1.801266747161047,1315,-0.29538929122388263,0,1,0,0,0,1,0,0,1,0,0,1,0,0
600000,-0.9303670875025368,-0.5157330511507219,-0.12624758484557713,-0.4272230979590431,-0.3155941498844951,262,-0.79170684476853,0,0,0,1,0,1,0,0,1,0,0,0,1,0
650000,-0.8253948745347126,-0.5137258808694279,-0.23082923337494113,-0.4272230979590431,0.4980036326098766,1116,-1.2880243983131774,0,0,0,1,0,1,0,0,1,0,1,0,0,0
540000,-0.6154504485990642,0.09043237380003115,0.48696832457186906,-0.4272230979590431,0.6486698886273533,1992,-0.5435480679962064,0,1,0,0,0,1,0,0,1,0,1,0,0,0
630000,1.3790215977895957,0.09043237380003115,0.20728307803185364,-0.4272230979590431,1.4271122113843147,399,-0.29538929122388263,0,1,0,0,0,1,0,0,1,0,1,0,0,0
448000,-0.8253948745347126,-0.9131527668469109,-0.6859007310297407,-0.4272230979590431,0.27451535285062084,1377,-1.0398656215408537,0,0,0,1,0,1,0,1,0,0,1,0,0,0
500000,0.22432725514352944,0.09043237380003115,0.49050148837353674,-0.4272230979590431,0.5632923435507834,1990,-0.79170684476853,0,1,0,0,0,1,0,0,1,0,1,0,0,0
745000,0.014382829207881035,-0.41136019652343986,-0.07819655714289633,-0.4272230979590431,1.2262238700276793,1367,-0.5435480679962064,0,1,0,0,0,1,0,0,1,0,1,0,0,0
1025000,-1.248432892795044,-0.41136019652343986,-0.07819655714289633,-0.4272230979590431,1.2262238700276793,1373,-1.2880243983131774,0,1,0,0,0,1,0,1,0,0,1,0,0,0
235000,-0.19556159672776738,-0.5137258808694279,-0.3495435371109755,-0.4272230979590431,0.23684878884625124,704,0.6972458158654121,0,0,0,1,0,1,0,0,1,0,0,1,0,0
630000,0.014382829207881035,-0.41136019652343986,-0.48804355813634953,-0.4272230979590431,1.4522232540538935,1339,-0.5435480679962064,0,1,0,0,0,1,0,0,1,0,1,0,0,0
1700000,0.18233836995639977,3.069073071240155,2.1830282759244315,1.6804800449023651,-1.7243236436478984,1919,-0.29538929122388263,0,1,0,0,0,1,0,0,1,0,0,1,0,0
450000,1.064104958886123,-0.41136019652343986,-0.48804355813634953,-0.4272230979590431,0.8746692726535674,1335,0.20092826232076474,0,1,0,0,0,1,0,0,1,0,0,1,0,0
450000,1.064104958886123,-0.16046391136170438,0.06878305700648005,1.6804800449023651,-0.8529704630134941,1203,0.44908703909308845,0,0,0,1,0,1,0,0,1,0,0,1,0,0
50000,0.014382829207881035,-0.41136019652343986,-0.26192107482961674,-0.4272230979590431,-0.02932826345128992,1647,2.6825160300440016,0,1,0,0,0,1,0,0,1,0,1,0,0,0
450000,2.113827088564365,0.29114940192941957,0.3486096300985616,-0.4272230979590431,0.28204866565149406,2041,0.20092826232076474,0,1,0,0,0,1,0,0,1,0,1,0,0,0
1200000,1.4839938107574198,2.0895739739687396,0.26381369885853684,2.734331616333069,-1.6138350559017494,1950,-0.5435480679962064,0,1,0,0,0,1,0,0,1,0,1,0,0,0
610000,0.43427168107917785,0.09043237380003115,0.20700042492772047,-0.4272230979590431,0.8420249171831145,206,-0.29538929122388263,0,1,0,0,0,1,0,0,1,0,1,0,0,0
2500000,-0.8253948745347126,1.0940175144469733,2.762467139397934,-0.4272230979590431,-0.9308146952891898,49,-0.5435480679962064,0,0,0,1,0,1,0,1,0,0,0,1,0,0
484999,-1.2452837264060095,-0.9131527668469109,-0.6847701186132069,-0.4272230979590431,0.9248913579927269,1146,-0.79170684476853,0,0,0,1,1,0,0,0,1,0,1,0,0,0
275000,-0.4265004652569806,-0.5117187105881341,-0.6844874655090737,-0.4272230979590431,-0.09963918292611249,128,-0.5435480679962064,0,0,0,1,1,0,0,0,1,0,1,0,0,0
315000,-0.7834059893475829,-1.3186011636682755,-1.2427273461725703,-0.4272230979590431,1.3266680407059965,1087,-0.5435480679962064,0,0,0,1,1,0,0,0,1,0,1,0,0,0
275000,-0.6574393337861939,-1.3186011636682755,-1.2427273461725703,-0.4272230979590431,1.3266680407059965,1083,-0.5435480679962064,0,0,0,1,1,0,0,0,1,0,1,0,0,0
475000,0.18233836995639977,-0.41136019652343986,-0.26192107482961674,-0.4272230979590431,-0.02932826345128992,1338,-0.29538929122388263,0,1,0,0,1,0,0,0,1,0,1,0,0,0
290000,-0.8673837597218422,-0.7365217820930491,-0.6562221550957321,-0.4272230979590431,0.09873805416356445,701,0.44908703909308845,0,0,0,1,1,0,0,0,1,0,1,0,0,0
280000,-0.7834059893475829,-1.3186011636682755,-1.5903906642566719,-0.4272230979590431,-1.3602135249389975,1230,-0.79170684476853,0,0,0,1,1,0,0,0,1,0,1,0,0,0
225000,-0.5314726782248048,-0.9131527668469109,-0.9346354626671467,-0.4272230979590431,1.7033336807496873,1396,0.9454045926377358,0,0,1,0,1,0,0,0,1,0,1,0,0,0
455000,-0.5734615634119344,-0.5117187105881341,-0.48804355813634953,-0.4272230979590431,-0.739970771000387,2010,-0.29538929122388263,0,0,0,1,1,0,0,0,1,0,1,0,0,0
351000,-0.51047823563124,-0.7365217820930491,-0.6562221550957321,-0.4272230979590431,0.09873805416356445,705,-0.29538929122388263,0,0,0,1,1,0,0,0,1,0,0,1,0,0
535000,-1.2032948412188798,0.29114940192941957,0.3486096300985616,-0.4272230979590431,-1.0990586811753722,2045,0.44908703909308845,0,0,0,1,1,0,0,0,1,0,0,1,0,0
175000,-0.29003658839880914,-0.9131527668469109,-0.6830741999884067,-0.4272230979590431,-0.30554973281666353,1424,1.1935633694100596,0,0,0,1,1,0,0,0,1,0,1,0,0,0
525000,-0.1640699328374201,-0.5137258808694279,-0.23789556097827652,-0.4272230979590431,-0.2302166048079252,766,0.20092826232076474,0,0,0,1,1,0,0,0,1,0,1,0,0,0
600000,1.6939382366930682,-0.41136019652343986,-0.48804355813634953,-0.4272230979590431,1.801266747161047,1295,-0.5435480679962064,0,1,0,0,0,1,0,0,1,0,1,0,0,0
565000,0.056371714395010715,-0.5137258808694279,-0.26192107482961674,-0.4272230979590431,-0.0795503487904485,691,-0.5435480679962064,0,0,0,1,1,0,0,1,0,0,1,0,0,0
120000,-0.027606055979248645,-1.3186011636682755,-1.2709926565859118,-0.4272230979590431,0.07111590722702726,1103,1.4417221461823833,0,0,0,1,1,0,0,0,1,0,0,0,1,0
725000,0.8541605329504747,-0.11429899489194503,-0.07169553574782765,-0.4272230979590431,0.7842695190430817,725,-0.79170684476853,0,1,0,0,0,1,0,0,1,0,1,0,0,0
185000,0.16134392736283493,-0.9131527668469109,-0.6844874655090737,-0.4272230979590431,0.5959366990212364,1402,1.1935633694100596,0,0,0,1,1,0,0,0,1,0,0,1,0,0
200000,0.6442161070148262,-0.41136019652343986,-0.03579859152288394,-0.4272230979590431,-0.15488347679918685,1732,0.9454045926377358,0,1,0,0,0,1,0,0,1,0,0,1,0,0
615000,-1.2452837264060095,-0.5137258808694279,-0.26757413691228515,-0.4272230979590431,0.4502926515376764,1345,-1.2880243983131774,0,0,0,1,0,1,0,0,1,0,1,0,0,0
270000,0.6442161070148262,-0.5157330511507219,-0.5163088685496912,1.6804800449023651,-1.0161922403657602,1178,-0.5435480679962064,0,0,0,1,0,1,0,0,1,0,0,0,1,0
610000,-0.7204226615668884,-0.5137258808694279,-0.23082923337494113,-0.4272230979590431,0.4980036326098766,1126,-1.0398656215408537,0,0,0,1,0,1,0,0,1,0,1,0,0,0
625000,0.014382829207881035,1.4573153353611663,0.812160720877364,2.734331616333069,-1.9151675679367022,975,-0.04723051445155895,0,1,0,0,0,1,0,1,0,0,0,1,0,0
400000,-1.3502559393738336,-0.5197473917133096,0.09648306121155494,-0.4272230979590431,-0.10466139146002826,301,-1.536183175085501,0,0,0,1,0,1,0,0,1,0,0,1,0,0
866000,-0.6616382223049068,0.27709920996036236,0.848905624414708,-0.4272230979590431,-0.606882244851616,670,-0.79170684476853,0,0,0,1,0,1,0,0,1,0,1,0,0,0
700000,0.938138303324734,0.6925834581881963,1.942773137411028,-0.4272230979590431,-1.2848803969302591,2004,0.9454045926377358,0,0,0,1,0,1,0,0,1,0,1,0,0,0
300000,-0.44749490785054546,-0.5639051379017751,-0.742431351856424,-0.4272230979590431,-0.9082147568865684,1679,0.9454045926377358,0,0,0,1,0,1,0,0,1,0,1,0,0,0
1700000,-0.7834059893475829,1.4573153353611663,1.80144658534432,1.6804800449023651,-1.0839920555736244,1023,-1.2880243983131774,0,1,0,0,0,1,0,0,1,0,1,0,0,0
375000,0.6442161070148262,-0.09623446236030007,-0.629087457098924,-0.4272230979590431,-0.08206145305740684,1702,-0.5435480679962064,0,1,0,0,0,1,0,0,1,0,1,0,0,0
522000,1.6939382366930682,0.2590346774287174,0.9907974826896827,-0.4272230979590431,0.7290252251700075,636,0.20092826232076474,0,1,0,0,0,1,0,0,1,0,0,1,0,0
451999,-0.006611613385683806,-0.11429899489194503,-0.07084757643542738,-0.4272230979590431,0.6235588459577736,774,0.20092826232076474,0,1,0,0,0,1,0,0,1,0,1,0,0,0
300000,0.6442161070148262,0.6925834581881963,1.3237628393588468,-0.4272230979590431,-1.2271249987902269,1880,1.1935633694100596,0,0,0,1,0,1,0,0,1,0,0,1,0,0
475000,-1.1823003986253149,-0.9131527668469109,-0.6847701186132069,-0.4272230979590431,0.5557590307499093,1133,-1.536183175085501,0,0,0,1,0,1,0,0,1,0,1,0,0,0
780000,-0.19556159672776738,-0.41136019652343986,-0.07819655714289633,-0.4272230979590431,1.2262238700276793,1375,-0.5435480679962064,0,1,0,0,0,1,0,0,1,0,1,0,0,0
595000,-0.6154504485990642,-0.5137258808694279,-0.2296986209584073,-0.4272230979590431,0.35989289792719076,1308,-0.79170684476853,0,0,0,1,0,1,0,0,1,0,1,0,0,0
440000,-0.7204226615668884,-0.9131527668469109,-0.6847701186132069,-0.4272230979590431,0.27451535285062084,1406,-0.79170684476853,0,0,0,1,0,1,0,0,1,0,1,0,0,0
300000,1.064104958886123,-0.41136019652343986,-0.26192107482961674,-0.4272230979590431,-0.02932826345128992,1337,0.9454045926377358,0,1,0,0,0,1,0,0,1,0,0,1,0,0
400000,0.014382829207881035,0.016167073392157432,-0.21104351608560193,-0.4272230979590431,0.25944872724887263,1509,-0.04723051445155895,0,1,0,0,0,1,0,0,1,0,0,0,1,0
1140000,-0.4055060226634158,0.2590346774287174,0.987405645440082,-0.4272230979590431,0.06358259442615406,483,-0.5435480679962064,0,1,0,0,0,1,0,0,1,0,1,0,0,0
850000,0.14326771228977558,0.09043237380003115,0.2174585897806566,-0.4272230979590431,0.8997803153231472,193,-0.79170684476853,0,1,0,0,0,1,0,0,1,0,1,0,0,0
370000,2.218799301532189,-0.41136019652343986,-0.4908700891776835,-0.4272230979590431,-0.02932826345128992,1307,0.44908703909308845,0,1,0,0,0,1,0,0,1,0,0,0,0,1
350000,-0.9303670875025368,-0.911145596565617,-0.6859007310297407,-0.4272230979590431,0.9022914195901055,1544,-1.0398656215408537,0,0,0,1,0,1,0,0,1,0,1,0,0,0
360000,-0.6154504485990642,-0.9131527668469109,-0.6847701186132069,-0.4272230979590431,0.9248913579927269,1133,-0.29538929122388263,0,0,0,1,0,1,0,0,1,0,0,1,0,0
105000,-0.09058938375994316,-1.3186011636682755,-1.2709926565859118,-0.4272230979590431,0.07111590722702726,1105,1.4417221461823833,0,0,0,1,0,1,0,0,1,0,0,0,0,1
625000,0.43427168107917785,-0.41136019652343986,-0.07084757643542738,1.6804800449023651,0.3398040637915268,1196,0.20092826232076474,0,1,0,0,0,1,0,0,1,0,0,1,0,0
135000,0.22432725514352944,-0.7365217820930491,-0.8244007520551145,-0.4272230979590431,-0.3758606522914852,601,1.1935633694100596,0,0,0,1,0,1,0,0,1,0,0,1,0,0
700000,0.8541605329504747,-0.41136019652343986,-0.07084757643542738,1.6804800449023651,0.3398040637915268,1196,-0.29538929122388263,0,1,0,0,0,1,0,0,1,0,0,1,0,0
690000,-1.4278723936422428,-0.5117187105881341,-0.12907411588691114,-0.4272230979590431,-0.4059939034949807,340,-1.2880243983131774,0,0,0,1,1,0,0,0,1,0,1,0,0,0
3975000,-0.7876048778662958,1.0338024060081568,2.7342018289845926,-0.4272230979590431,-0.6043711405846577,21,-1.0398656215408537,0,1,0,0,1,0,0,1,0,0,1,0,0,0
5150000,-1.035339300470361,2.0755237819996823,3.4849284735629458,-0.4272230979590431,0.7415807465047973,809,-1.2880243983131774,0,0,0,1,1,0,0,1,0,0,1,0,0,0
3200000,-0.51047823563124,1.096024684728267,2.4232834144378352,-0.4272230979590431,-0.021794950650416707,789,-0.79170684476853,0,1,0,0,1,0,0,1,0,0,1,0,0,0
4100000,-1.0983226282510554,4.3175329862049505,5.334610387012019,-0.4272230979590431,-2.49021044507007,803,-0.79170684476853,0,0,0,1,0,1,0,1,0,0,1,0,0,0
4500000,-1.0143448578767962,1.096024684728267,1.6123516586790647,1.6804800449023651,-1.6540127241730764,806,-1.2880243983131774,0,1,0,0,1,0,0,1,0,0,1,0,0,0
6000000,-0.6784337763797587,3.0791089226466246,4.622041911491678,-0.4272230979590431,-1.4857687382868945,1472,-0.79170684476853,0,1,0,0,1,0,0,1,0,0,1,0,0,0
3790000,-0.835892095831495,1.0879960036030916,2.726852848277124,-0.4272230979590431,0.7692028934413345,39,-1.0398656215408537,0,1,0,0,1,0,0,1,0,0,1,0,0,0
2150000,-0.8883782023154071,-0.41136019652343986,-0.26192107482961674,-0.4272230979590431,-0.02932826345128992,45,-0.79170684476853,0,1,0,0,1,0,0,1,0,0,1,0,0,0
5800000,-1.2977698328899214,1.0879960036030916,2.790732449811276,-0.4272230979590431,-0.6621265387246903,51,-1.2880243983131774,0,1,0,0,1,0,0,1,0,0,1,0,0,0
1864999,-0.4055060226634158,0.6925834581881963,2.4362854572279726,-0.4272230979590431,-1.1919695390528158,1628,-1.0398656215408537,0,0,0,1,1,0,0,1,0,0,1,0,0,0
2700000,-0.7204226615668884,1.3850572052345864,3.186446795598058,-0.4272230979590431,-1.1091030982432037,1447,-0.5435480679962064,0,1,0,0,1,0,0,1,0,0,1,0,0,0
1750000,-1.056333743063926,-0.0039046294207814095,1.4057322395575376,-0.4272230979590431,-1.370257942006829,810,-1.2880243983131774,0,0,0,1,1,0,0,1,0,0,1,0,0,0
795000,-0.5944560060054993,0.08842520351873726,0.744323975885344,-0.4272230979590431,-0.3557718181558221,419,-0.79170684476853,0,0,0,1,1,0,0,1,0,0,1,0,0,0
625000,-0.636444891192629,0.6925834581881963,1.321784267629913,-0.4272230979590431,-1.2899026054641753,1871,0.20092826232076474,0,0,0,1,1,0,0,1,0,0,1,0,0,0
3400000,-0.9933504152832313,1.0358095762894506,2.790732449811276,-0.4272230979590431,-0.3557718181558221,2053,-1.0398656215408537,0,1,0,0,1,0,0,1,0,0,1,0,0,0
2650000,-0.34252269488272125,3.038965517020747,4.243569405057034,1.6804800449023651,-1.8448566484618796,25,-0.29538929122388263,0,1,0,0,1,0,0,1,0,0,1,0,0,0
535000,-0.6154504485990642,-0.41136019652343986,-0.07819655714289633,-0.4272230979590431,1.7058447850166456,1167,-0.29538929122388263,0,1,0,0,1,0,0,0,1,0,1,0,0,0
5850000,-0.4684893504441103,3.0791089226466246,5.391141007838703,-0.4272230979590431,-1.4857687382868945,1472,-0.79170684476853,0,1,0,0,1,0,0,1,0,0,1,0,0,0
975000,0.06057060291372368,2.0955954848126215,1.660120033277612,-0.4272230979590431,-2.1637668903655376,40,0.9454045926377358,0,0,0,1,1,0,0,1,0,0,0,1,0,0
